Entity,Code,Year,Low-carbon energy (TWh growth – sub method)
Ireland,IRL,1994,0.442
Ireland,IRL,1995,-0.583
Ireland,IRL,1996,0.094
Ireland,IRL,1997,0.128
Ireland,IRL,1998,1.003
Ireland,IRL,1999,-0.128
Ireland,IRL,2000,0.169
Ireland,IRL,2001,-0.457
Ireland,IRL,2002,0.952
Ireland,IRL,2003,-0.686
Ireland,IRL,2004,0.673
Ireland,IRL,2005,1.266
Ireland,IRL,2006,1.576
Ireland,IRL,2007,0.809
Ireland,IRL,2008,2.046
Ireland,IRL,2009,1.31
Ireland,IRL,2010,-1.055
Ireland,IRL,2011,4.332
Ireland,IRL,2012,-0.525
Ireland,IRL,2013,0.866
Ireland,IRL,2014,1.856
Ireland,IRL,2015,3.626
Ireland,IRL,2016,-0.978
Ireland,IRL,2017,3.29
Ireland,IRL,2018,3.145
Ireland,IRL,2019,3.127
Israel,ISR,1966,0
Israel,ISR,1967,0
Israel,ISR,1968,0
Israel,ISR,1969,0
Israel,ISR,1970,0
Israel,ISR,1971,0
Israel,ISR,1972,0
Israel,ISR,1973,0
Israel,ISR,1974,0
Israel,ISR,1975,0
Israel,ISR,1976,0
Israel,ISR,1977,0
Israel,ISR,1978,0
Israel,ISR,1979,0
Israel,ISR,1980,0
Israel,ISR,1981,0.006
Israel,ISR,1982,0
Israel,ISR,1983,-0.003
Israel,ISR,1984,0.003
Israel,ISR,1985,0
Israel,ISR,1986,0.011
Israel,ISR,1987,0.011
Israel,ISR,1988,0
Israel,ISR,1989,-0.019
Israel,ISR,1990,0
Israel,ISR,1991,0.008
Israel,ISR,1992,0.064
Israel,ISR,1993,-0.008
Israel,ISR,1994,-0.008
Israel,ISR,1995,0.006
Israel,ISR,1996,-0.003
Israel,ISR,1997,0.003
Israel,ISR,1998,0
Israel,ISR,1999,0.022
Israel,ISR,2000,-0.006
Israel,ISR,2001,-0.031
Israel,ISR,2002,0.033
Israel,ISR,2003,0.029
Israel,ISR,2004,-0.012
Israel,ISR,2005,-0.001
Israel,ISR,2006,-0.038
Israel,ISR,2007,-0.003
Israel,ISR,2008,0.021
Israel,ISR,2009,0.175
Israel,ISR,2010,0.184
Israel,ISR,2011,0.337
Israel,ISR,2012,0.467
Israel,ISR,2013,0.215
Israel,ISR,2014,0.883
Israel,ISR,2015,0.842
Israel,ISR,2016,1.096
Israel,ISR,2017,-0.055
Israel,ISR,2018,0.153
Israel,ISR,2019,2.821
Italy,ITA,1966,5.872
Italy,ITA,1967,-5.464
Italy,ITA,1968,-0.269
Italy,ITA,1969,-6.147
Italy,ITA,1970,3.111
Italy,ITA,1971,-3.122
Italy,ITA,1972,5.911
Italy,ITA,1973,-11.864
Italy,ITA,1974,2.611
Italy,ITA,1975,9.325
Italy,ITA,1976,-5.589
Italy,ITA,1977,31.831
Italy,ITA,1978,-12.567
Italy,ITA,1979,-3.694
Italy,ITA,1980,-2.744
Italy,ITA,1981,-6.117
Italy,ITA,1982,7.156
Italy,ITA,1983,-3.236
Italy,ITA,1984,5.942
Italy,ITA,1985,-3.978
Italy,ITA,1986,5.631
Italy,ITA,1987,-27.731
Italy,ITA,1988,3.031
Italy,ITA,1989,-20.014
Italy,ITA,1990,-6.542
Italy,ITA,1991,29.544
Italy,ITA,1992,0.633
Italy,ITA,1993,-1.511
Italy,ITA,1994,8.38
Italy,ITA,1995,-18.839
Italy,ITA,1996,13.233
Italy,ITA,1997,-0.044
Italy,ITA,1998,0.753
Italy,ITA,1999,13.439
Italy,ITA,2000,-1.208
Italy,ITA,2001,8.65
Italy,ITA,2002,-17.504
Italy,ITA,2003,-4.8
Italy,ITA,2004,20.903
Italy,ITA,2005,-16.355
Italy,ITA,2006,5.296
Italy,ITA,2007,-8.803
Italy,ITA,2008,32.831
Italy,ITA,2009,33.069
Italy,ITA,2010,21.975
Italy,ITA,2011,14.119
Italy,ITA,2012,24.374
Italy,ITA,2013,46.406
Italy,ITA,2014,18.174
Italy,ITA,2015,-32.29
Italy,ITA,2016,-4.896
Italy,ITA,2017,-11.675
Italy,ITA,2018,25.287
Italy,ITA,2019,-7.694
Japan,JPN,1966,10.664
Japan,JPN,1967,-29.875
Japan,JPN,1968,14.764
Japan,JPN,1969,5.383
Japan,JPN,1970,10.533
Japan,JPN,1971,33.95
Japan,JPN,1972,6.619
Japan,JPN,1973,-50.249
Japan,JPN,1974,72.077
Japan,JPN,1975,17.286
Japan,JPN,1976,25.353
Japan,JPN,1977,-35.766
Japan,JPN,1978,69.519
Japan,JPN,1979,61.245
Japan,JPN,1980,54.83
Japan,JPN,1981,12.711
Japan,JPN,1982,48.212
Japan,JPN,1983,43.576
Japan,JPN,1984,23.349
Japan,JPN,1985,103.199
Japan,JPN,1986,13.438
Japan,JPN,1987,50.543
Japan,JPN,1988,5.528
Japan,JPN,1989,40.077
Japan,JPN,1990,-4.985
Japan,JPN,1991,60.983
Japan,JPN,1992,-16.166
Japan,JPN,1993,119.225
Japan,JPN,1994,-43.473
Japan,JPN,1995,121.679
Japan,JPN,1996,24.893
Japan,JPN,1997,97.649
Japan,JPN,1998,20.122
Japan,JPN,1999,-37.799
Japan,JPN,2000,6.627
Japan,JPN,2001,-11.161
Japan,JPN,2002,-23.773
Japan,JPN,2003,-199.851
Japan,JPN,2004,145.886
Japan,JPN,2005,-13.473
Japan,JPN,2006,54.596
Japan,JPN,2007,-107.9
Japan,JPN,2008,-77.63
Japan,JPN,2009,41.917
Japan,JPN,2010,94.858
Japan,JPN,2011,-354.236
Japan,JPN,2012,-383.227
Japan,JPN,2013,12.926
Japan,JPN,2014,-5.265
Japan,JPN,2015,60.303
Japan,JPN,2016,0.823
Japan,JPN,2017,73.54
Japan,JPN,2018,88.449
Japan,JPN,2019,81.736
Kazakhstan,KAZ,1986,-1.191
Kazakhstan,KAZ,1987,2.639
Kazakhstan,KAZ,1988,3.499
Kazakhstan,KAZ,1989,1.117
Kazakhstan,KAZ,1990,-0.077
Kazakhstan,KAZ,1991,1.037
Kazakhstan,KAZ,1992,-1.136
Kazakhstan,KAZ,1993,2.07
Kazakhstan,KAZ,1994,4.121
Kazakhstan,KAZ,1995,-3.19
Kazakhstan,KAZ,1996,-2.753
Kazakhstan,KAZ,1997,-1.722
Kazakhstan,KAZ,1998,-1.584
Kazakhstan,KAZ,1999,-0.271
Kazakhstan,KAZ,2000,3.886
Kazakhstan,KAZ,2001,1.382
Kazakhstan,KAZ,2002,2.073
Kazakhstan,KAZ,2003,-0.878
Kazakhstan,KAZ,2004,-1.687
Kazakhstan,KAZ,2005,-0.678
Kazakhstan,KAZ,2006,-0.368
Kazakhstan,KAZ,2007,0.942
Kazakhstan,KAZ,2008,-2.013
Kazakhstan,KAZ,2009,-1.645
Kazakhstan,KAZ,2010,2.869
Kazakhstan,KAZ,2011,-0.487
Kazakhstan,KAZ,2012,-0.751
Kazakhstan,KAZ,2013,0.128
Kazakhstan,KAZ,2014,1.259
Kazakhstan,KAZ,2015,2.835
Kazakhstan,KAZ,2016,6.242
Kazakhstan,KAZ,2017,-1.03
Kazakhstan,KAZ,2018,-2.008
Kazakhstan,KAZ,2019,-0.414
Kuwait,KWT,1966,0
Kuwait,KWT,1967,0
Kuwait,KWT,1968,0
Kuwait,KWT,1969,0
Kuwait,KWT,1970,0
Kuwait,KWT,1971,0
Kuwait,KWT,1972,0
Kuwait,KWT,1973,0
Kuwait,KWT,1974,0
Kuwait,KWT,1975,0
Kuwait,KWT,1976,0
Kuwait,KWT,1977,0
Kuwait,KWT,1978,0
Kuwait,KWT,1979,0
Kuwait,KWT,1980,0
Kuwait,KWT,1981,0
Kuwait,KWT,1982,0
Kuwait,KWT,1983,0
Kuwait,KWT,1984,0
Kuwait,KWT,1985,0
Kuwait,KWT,1986,0
Kuwait,KWT,1987,0
Kuwait,KWT,1988,0
Kuwait,KWT,1989,0
Kuwait,KWT,1990,0
Kuwait,KWT,1991,0
Kuwait,KWT,1992,0
Kuwait,KWT,1993,0
Kuwait,KWT,1994,0
Kuwait,KWT,1995,0
Kuwait,KWT,1996,0
Kuwait,KWT,1997,0
Kuwait,KWT,1998,0
Kuwait,KWT,1999,0
Kuwait,KWT,2000,0
Kuwait,KWT,2001,0
Kuwait,KWT,2002,0
Kuwait,KWT,2003,0
Kuwait,KWT,2004,0
Kuwait,KWT,2005,0
Kuwait,KWT,2006,0
Kuwait,KWT,2007,0
Kuwait,KWT,2008,0
Kuwait,KWT,2009,0
Kuwait,KWT,2010,0
Kuwait,KWT,2011,0
Kuwait,KWT,2012,0
Kuwait,KWT,2013,0
Kuwait,KWT,2014,0.008
Kuwait,KWT,2015,0.005
Kuwait,KWT,2016,0.11
Kuwait,KWT,2017,0.043
Kuwait,KWT,2018,0.041
Kuwait,KWT,2019,0.189
Latvia,LVA,1986,0.061
Latvia,LVA,1987,1.94
Latvia,LVA,1988,-1.94
Latvia,LVA,1989,1.682
Latvia,LVA,1990,2.472
Latvia,LVA,1991,-3.392
Latvia,LVA,1992,-2.094
Latvia,LVA,1993,0.986
Latvia,LVA,1994,1.192
Latvia,LVA,1995,-1.022
Latvia,LVA,1996,-2.989
Latvia,LVA,1997,3.039
Latvia,LVA,1998,3.786
Latvia,LVA,1999,-4.331
Latvia,LVA,2000,0.181
Latvia,LVA,2001,-0.01
Latvia,LVA,2002,-1.021
Latvia,LVA,2003,-0.444
Latvia,LVA,2004,2.282
Latvia,LVA,2005,0.534
Latvia,LVA,2006,-1.736
Latvia,LVA,2007,0.062
Latvia,LVA,2008,0.967
Latvia,LVA,2009,0.842
Latvia,LVA,2010,0.157
Latvia,LVA,2011,-1.501
Latvia,LVA,2012,2.574
Latvia,LVA,2013,-1.505
Latvia,LVA,2014,-2.011
Latvia,LVA,2015,0.009
Latvia,LVA,2016,1.714
Latvia,LVA,2017,4.897
Latvia,LVA,2018,-4.959
Latvia,LVA,2019,-0.674
Lithuania,LTU,1986,1.093
Lithuania,LTU,1987,-2.001
Lithuania,LTU,1988,10.14
Lithuania,LTU,1989,10.668
Lithuania,LTU,1990,1.139
Lithuania,LTU,1991,-0.303
Lithuania,LTU,1992,-6.636
Lithuania,LTU,1993,-6.378
Lithuania,LTU,1994,-12.486
Lithuania,LTU,1995,11.214
Lithuania,LTU,1996,5.758
Lithuania,LTU,1997,-5.414
Lithuania,LTU,1998,4.589
Lithuania,LTU,1999,-10.264
Lithuania,LTU,2000,-4.216
Lithuania,LTU,2001,7.931
Lithuania,LTU,2002,7.496
Lithuania,LTU,2003,3.333
Lithuania,LTU,2004,-1.051
Lithuania,LTU,2005,-12.995
Lithuania,LTU,2006,-4.754
Lithuania,LTU,2007,3.372
Lithuania,LTU,2008,0.045
Lithuania,LTU,2009,2.56
Lithuania,LTU,2010,-27.89
Lithuania,LTU,2011,0.506
Lithuania,LTU,2012,0.165
Lithuania,LTU,2013,0.86
Lithuania,LTU,2014,-0.063
Lithuania,LTU,2015,0.406
Lithuania,LTU,2016,1.003
Lithuania,LTU,2017,1.088
Lithuania,LTU,2018,-1.01
Lithuania,LTU,2019,0.708
Luxembourg,LUX,1966,-0.024
Luxembourg,LUX,1967,0.028
Luxembourg,LUX,1968,0.005
Luxembourg,LUX,1969,-0.032
Luxembourg,LUX,1970,0.023
Luxembourg,LUX,1971,-0.104
Luxembourg,LUX,1972,0.024
Luxembourg,LUX,1973,-0.019
Luxembourg,LUX,1974,0.067
Luxembourg,LUX,1975,-0.028
Luxembourg,LUX,1976,-0.067
Luxembourg,LUX,1977,0.141
Luxembourg,LUX,1978,-0.005
Luxembourg,LUX,1979,0.022
Luxembourg,LUX,1980,0.01
Luxembourg,LUX,1981,0.025
Luxembourg,LUX,1982,-0.029
Luxembourg,LUX,1983,-0.006
Luxembourg,LUX,1984,0.02
Luxembourg,LUX,1985,-0.048
Luxembourg,LUX,1986,0.043
Luxembourg,LUX,1987,0.053
Luxembourg,LUX,1988,-0.02
Luxembourg,LUX,1989,-0.072
Luxembourg,LUX,1990,-0.018
Luxembourg,LUX,1991,0.043
Luxembourg,LUX,1992,-0.045
Luxembourg,LUX,1993,0
Luxembourg,LUX,1994,0.054
Luxembourg,LUX,1995,0.018
Luxembourg,LUX,1996,-0.089
Luxembourg,LUX,1997,0.076
Luxembourg,LUX,1998,0.112
Luxembourg,LUX,1999,-0.059
Luxembourg,LUX,2000,0.136
Luxembourg,LUX,2001,-0.011
Luxembourg,LUX,2002,-0.048
Luxembourg,LUX,2003,-0.03
Luxembourg,LUX,2004,0.144
Luxembourg,LUX,2005,0.034
Luxembourg,LUX,2006,0.094
Luxembourg,LUX,2007,0.046
Luxembourg,LUX,2008,0.043
Luxembourg,LUX,2009,-0.043
Luxembourg,LUX,2010,-0.004
Luxembourg,LUX,2011,-0.062
Luxembourg,LUX,2012,0.157
Luxembourg,LUX,2013,0.154
Luxembourg,LUX,2014,0.064
Luxembourg,LUX,2015,0.078
Luxembourg,LUX,2016,0.06
Luxembourg,LUX,2017,0.351
Luxembourg,LUX,2018,0.2
Luxembourg,LUX,2019,0.217
Malaysia,MYS,1966,0.292
Malaysia,MYS,1967,0.092
Malaysia,MYS,1968,0.219
Malaysia,MYS,1969,0.583
Malaysia,MYS,1970,0.522
Malaysia,MYS,1971,-0.433
Malaysia,MYS,1972,0.3
Malaysia,MYS,1973,-0.128
Malaysia,MYS,1974,-0.283
Malaysia,MYS,1975,-0.003
Malaysia,MYS,1976,-0.158
Malaysia,MYS,1977,-0.497
Malaysia,MYS,1978,0.375
Malaysia,MYS,1979,0.554
Malaysia,MYS,1980,0.848
Malaysia,MYS,1981,0.424
Malaysia,MYS,1982,-0.163
Malaysia,MYS,1983,0.685
Malaysia,MYS,1984,4.728
Malaysia,MYS,1985,0.88
Malaysia,MYS,1986,0.978
Malaysia,MYS,1987,2.348
Malaysia,MYS,1988,2.12
Malaysia,MYS,1989,-1.207
Malaysia,MYS,1990,-3.522
Malaysia,MYS,1991,1.174
Malaysia,MYS,1992,-0.454
Malaysia,MYS,1993,1.575
Malaysia,MYS,1994,4.528
Malaysia,MYS,1995,-0.736
Malaysia,MYS,1996,-2.872
Malaysia,MYS,1997,-2.808
Malaysia,MYS,1998,0.789
Malaysia,MYS,1999,8.597
Malaysia,MYS,2000,0.036
Malaysia,MYS,2001,-2.689
Malaysia,MYS,2002,-2.369
Malaysia,MYS,2003,-0.955
Malaysia,MYS,2004,1.645
Malaysia,MYS,2005,1.105
Malaysia,MYS,2006,0.817
Malaysia,MYS,2007,-0.728
Malaysia,MYS,2008,4.87
Malaysia,MYS,2009,-0.981
Malaysia,MYS,2010,-1.853
Malaysia,MYS,2011,4.983
Malaysia,MYS,2012,2.853
Malaysia,MYS,2013,5.68
Malaysia,MYS,2014,3.019
Malaysia,MYS,2015,1.402
Malaysia,MYS,2016,15.232
Malaysia,MYS,2017,16.805
Malaysia,MYS,2018,-0.826
Malaysia,MYS,2019,2.112
Mexico,MEX,1966,3.486
Mexico,MEX,1967,2.497
Mexico,MEX,1968,4.514
Mexico,MEX,1969,2.122
Mexico,MEX,1970,4.442
Mexico,MEX,1971,-1.203
Mexico,MEX,1972,2.664
Mexico,MEX,1973,2.781
Mexico,MEX,1974,1.775
Mexico,MEX,1975,-4.086
Mexico,MEX,1976,5.928
Mexico,MEX,1977,5.419
Mexico,MEX,1978,-8.25
Mexico,MEX,1979,6.144
Mexico,MEX,1980,-3.339
Mexico,MEX,1981,21.547
Mexico,MEX,1982,-3.783
Mexico,MEX,1983,-5.928
Mexico,MEX,1984,8.169
Mexico,MEX,1985,14.004
Mexico,MEX,1986,-14.936
Mexico,MEX,1987,-2.745
Mexico,MEX,1988,7.683
Mexico,MEX,1989,10.922
Mexico,MEX,1990,5.952
Mexico,MEX,1991,0.441
Mexico,MEX,1992,12.221
Mexico,MEX,1993,2.746
Mexico,MEX,1994,-20.422
Mexico,MEX,1995,32.581
Mexico,MEX,1996,8.174
Mexico,MEX,1997,-7.476
Mexico,MEX,1998,-7.502
Mexico,MEX,1999,24.388
Mexico,MEX,2000,-3.105
Mexico,MEX,2001,-12.577
Mexico,MEX,2002,-7.332
Mexico,MEX,2003,-9.93
Mexico,MEX,2004,11.094
Mexico,MEX,2005,12.886
Mexico,MEX,2006,5.043
Mexico,MEX,2007,-7.727
Mexico,MEX,2008,28.122
Mexico,MEX,2009,-31.813
Mexico,MEX,2010,15.902
Mexico,MEX,2011,8.581
Mexico,MEX,2012,-11.565
Mexico,MEX,2013,-0.192
Mexico,MEX,2014,27.688
Mexico,MEX,2015,-9.561
Mexico,MEX,2016,0.054
Mexico,MEX,2017,6.859
Mexico,MEX,2018,16.814
Mexico,MEX,2019,7.893
Morocco,MAR,1966,-0.442
Morocco,MAR,1967,-0.339
Morocco,MAR,1968,0.35
Morocco,MAR,1969,0.861
Morocco,MAR,1970,-0.061
Morocco,MAR,1971,0.483
Morocco,MAR,1972,0.211
Morocco,MAR,1973,-1.122
Morocco,MAR,1974,0.403
Morocco,MAR,1975,-0.892
Morocco,MAR,1976,-0.05
Morocco,MAR,1977,1.019
Morocco,MAR,1978,0.142
Morocco,MAR,1979,0.461
Morocco,MAR,1980,-0.186
Morocco,MAR,1981,-1.364
Morocco,MAR,1982,-1.256
Morocco,MAR,1983,-0.253
Morocco,MAR,1984,-0.319
Morocco,MAR,1985,0.333
Morocco,MAR,1986,0.436
Morocco,MAR,1987,0.506
Morocco,MAR,1988,0.308
Morocco,MAR,1989,0.614
Morocco,MAR,1990,0.175
Morocco,MAR,1991,0.017
Morocco,MAR,1992,-0.728
Morocco,MAR,1993,-1.447
Morocco,MAR,1994,1.103
Morocco,MAR,1995,-0.636
Morocco,MAR,1996,3.739
Morocco,MAR,1997,0.35
Morocco,MAR,1998,-0.85
Morocco,MAR,1999,-2.644
Morocco,MAR,2000,-0.119
Morocco,MAR,2001,0.775
Morocco,MAR,2002,-0.107
Morocco,MAR,2003,1.64
Morocco,MAR,2004,0.366
Morocco,MAR,2005,-1.696
Morocco,MAR,2006,-0.034
Morocco,MAR,2007,0.021
Morocco,MAR,2008,0.068
Morocco,MAR,2009,4.559
Morocco,MAR,2010,2.996
Morocco,MAR,2011,-3.769
Morocco,MAR,2012,-0.915
Morocco,MAR,2013,4.164
Morocco,MAR,2014,-1.178
Morocco,MAR,2015,2.093
Morocco,MAR,2016,0.556
Morocco,MAR,2017,-0.125
Morocco,MAR,2018,4.529
Morocco,MAR,2019,2.563
Netherlands,NLD,1966,0
Netherlands,NLD,1967,0
Netherlands,NLD,1968,0.078
Netherlands,NLD,1969,0.797
Netherlands,NLD,1970,0.147
Netherlands,NLD,1971,0.103
Netherlands,NLD,1972,-0.219
Netherlands,NLD,1973,2.172
Netherlands,NLD,1974,6.025
Netherlands,NLD,1975,2.392
Netherlands,NLD,1976,1.683
Netherlands,NLD,1977,-0.464
Netherlands,NLD,1978,1.928
Netherlands,NLD,1979,-1.878
Netherlands,NLD,1980,1.747
Netherlands,NLD,1981,-1.336
Netherlands,NLD,1982,-1.614
Netherlands,NLD,1983,-0.95
Netherlands,NLD,1984,-0.256
Netherlands,NLD,1985,1.708
Netherlands,NLD,1986,1.194
Netherlands,NLD,1987,-1.422
Netherlands,NLD,1988,0.742
Netherlands,NLD,1989,1.253
Netherlands,NLD,1990,-1.85
Netherlands,NLD,1991,-0.117
Netherlands,NLD,1992,1.525
Netherlands,NLD,1993,0.717
Netherlands,NLD,1994,0.461
Netherlands,NLD,1995,0.547
Netherlands,NLD,1996,1.539
Netherlands,NLD,1997,-4.319
Netherlands,NLD,1998,4.764
Netherlands,NLD,1999,0.561
Netherlands,NLD,2000,1.54
Netherlands,NLD,2001,0.909
Netherlands,NLD,2002,1.535
Netherlands,NLD,2003,0.116
Netherlands,NLD,2004,2.992
Netherlands,NLD,2005,6.085
Netherlands,NLD,2006,0.482
Netherlands,NLD,2007,3.897
Netherlands,NLD,2008,4.183
Netherlands,NLD,2009,4.584
Netherlands,NLD,2010,-1.657
Netherlands,NLD,2011,4.207
Netherlands,NLD,2012,-0.176
Netherlands,NLD,2013,-3.904
Netherlands,NLD,2014,2.186
Netherlands,NLD,2015,4.128
Netherlands,NLD,2016,1.301
Netherlands,NLD,2017,6.772
Netherlands,NLD,2018,6.111
Netherlands,NLD,2019,10.517
New Zealand,NZL,1966,2.216
New Zealand,NZL,1967,0.529
New Zealand,NZL,1968,1.982
New Zealand,NZL,1969,-0.292
New Zealand,NZL,1970,2.723
New Zealand,NZL,1971,4.74
New Zealand,NZL,1972,2.421
New Zealand,NZL,1973,-0.505
New Zealand,NZL,1974,1.692
New Zealand,NZL,1975,4.172
New Zealand,NZL,1976,-3.378
New Zealand,NZL,1977,-2.377
New Zealand,NZL,1978,2.674
New Zealand,NZL,1979,7.39
New Zealand,NZL,1980,2.82
New Zealand,NZL,1981,0.784
New Zealand,NZL,1982,-3.739
New Zealand,NZL,1983,4.071
New Zealand,NZL,1984,2.159
New Zealand,NZL,1985,-2.214
New Zealand,NZL,1986,6.841
New Zealand,NZL,1987,-0.484
New Zealand,NZL,1988,2.899
New Zealand,NZL,1989,0.248
New Zealand,NZL,1990,2.706
New Zealand,NZL,1991,-0.317
New Zealand,NZL,1992,-5.07
New Zealand,NZL,1993,7.007
New Zealand,NZL,1994,6.105
New Zealand,NZL,1995,4.563
New Zealand,NZL,1996,-3.891
New Zealand,NZL,1997,-7.854
New Zealand,NZL,1998,6.771
New Zealand,NZL,1999,-5.998
New Zealand,NZL,2000,4.908
New Zealand,NZL,2001,-8.535
New Zealand,NZL,2002,7.996
New Zealand,NZL,2003,-4.108
New Zealand,NZL,2004,10.192
New Zealand,NZL,2005,-9.257
New Zealand,NZL,2006,0.907
New Zealand,NZL,2007,1.05
New Zealand,NZL,2008,-1.839
New Zealand,NZL,2009,7.352
New Zealand,NZL,2010,3.851
New Zealand,NZL,2011,1.969
New Zealand,NZL,2012,-5.712
New Zealand,NZL,2013,0.305
New Zealand,NZL,2014,5.491
New Zealand,NZL,2015,1.903
New Zealand,NZL,2016,2.975
New Zealand,NZL,2017,-2.948
New Zealand,NZL,2018,2.02
New Zealand,NZL,2019,-1.366
North America,,1966,49.625
North America,,1967,92.631
North America,,1968,33.895
North America,,1969,124.558
North America,,1970,42.694
North America,,1971,120.525
North America,,1972,134.61
North America,,1973,149.465
North America,,1974,215.783
North America,,1975,133.6
North America,,1976,66.393
North America,,1977,51.748
North America,,1978,293.158
North America,,1979,-17.56
North America,,1980,3.49
North America,,1981,92.163
North America,,1982,132.243
North America,,1983,150.759
North America,,1984,159.484
North America,,1985,137.834
North America,,1986,157.208
North America,,1987,46.725
North America,,1988,133.193
North America,,1989,116.866
North America,,1990,234.246
North America,,1991,168.505
North America,,1992,-43.614
North America,,1993,122.897
North America,,1994,71.966
North America,,1995,259.527
North America,,1996,152.465
North America,,1997,-152.584
North America,,1998,-45.72
North America,,1999,221.379
North America,,2000,-10.575
North America,,2001,-220.451
North America,,2002,208.099
North America,,2003,-72.344
North America,,2004,111.379
North America,,2005,70.769
North America,,2006,106.142
North America,,2007,-4.585
North America,,2008,176.134
North America,,2009,28.265
North America,,2010,42.029
North America,,2011,263.759
North America,,2012,-114.106
North America,,2013,183.955
North America,,2014,65.755
North America,,2015,23.98
North America,,2016,219.124
North America,,2017,207.353
North America,,2018,33.969
North America,,2019,40.773
North Macedonia,MKD,1991,0.992
North Macedonia,MKD,1992,0
North Macedonia,MKD,1993,-0.906
North Macedonia,MKD,1994,0.481
North Macedonia,MKD,1995,0.294
North Macedonia,MKD,1996,0.136
North Macedonia,MKD,1997,0.139
North Macedonia,MKD,1998,0.508
North Macedonia,MKD,1999,0.85
North Macedonia,MKD,2000,-0.608
North Macedonia,MKD,2001,-1.522
North Macedonia,MKD,2002,0.348
North Macedonia,MKD,2003,1.668
North Macedonia,MKD,2004,0.269
North Macedonia,MKD,2005,0.002
North Macedonia,MKD,2006,0.397
North Macedonia,MKD,2007,-1.728
North Macedonia,MKD,2008,-0.465
North Macedonia,MKD,2009,1.114
North Macedonia,MKD,2010,3.007
North Macedonia,MKD,2011,-2.622
North Macedonia,MKD,2012,-1.028
North Macedonia,MKD,2013,1.39
North Macedonia,MKD,2014,-0.791
North Macedonia,MKD,2015,1.845
North Macedonia,MKD,2016,0.065
North Macedonia,MKD,2017,-1.957
North Macedonia,MKD,2018,1.645
North Macedonia,MKD,2019,-1.558
Norway,NOR,1966,-1.967
Norway,NOR,1967,12.658
Norway,NOR,1968,19.178
Norway,NOR,1969,-7.872
Norway,NOR,1970,1.214
Norway,NOR,1971,15.103
Norway,NOR,1972,11.589
Norway,NOR,1973,15.139
Norway,NOR,1974,10.361
Norway,NOR,1975,2.036
Norway,NOR,1976,12.786
Norway,NOR,1977,-27.531
Norway,NOR,1978,24.122
Norway,NOR,1979,22.2
Norway,NOR,1980,-14.125
Norway,NOR,1981,25.614
Norway,NOR,1982,-0.931
Norway,NOR,1983,36.636
Norway,NOR,1984,0.597
Norway,NOR,1985,-9.764
Norway,NOR,1986,-17.114
Norway,NOR,1987,19.631
Norway,NOR,1988,15.528
Norway,NOR,1989,26.514
Norway,NOR,1990,8.136
Norway,NOR,1991,-30.597
Norway,NOR,1992,18.208
Norway,NOR,1993,7.161
Norway,NOR,1994,-21.008
Norway,NOR,1995,27.517
Norway,NOR,1996,-49.039
Norway,NOR,1997,16.253
Norway,NOR,1998,16.547
Norway,NOR,1999,16.017
Norway,NOR,2000,56.584
Norway,NOR,2001,-61.504
Norway,NOR,2002,22.292
Norway,NOR,2003,-66.656
Norway,NOR,2004,7.282
Norway,NOR,2005,71.098
Norway,NOR,2006,-45.436
Norway,NOR,2007,36.613
Norway,NOR,2008,12.082
Norway,NOR,2009,-38.666
Norway,NOR,2010,-24.234
Norway,NOR,2011,8.336
Norway,NOR,2012,53.978
Norway,NOR,2013,-35.973
Norway,NOR,2014,17.048
Norway,NOR,2015,3.377
Norway,NOR,2016,9.733
Norway,NOR,2017,-1.469
Norway,NOR,2018,-6.848
Norway,NOR,2019,-31.002
Oman,OMN,1966,0
Oman,OMN,1967,0
Oman,OMN,1968,0
Oman,OMN,1969,0
Oman,OMN,1970,0
Oman,OMN,1971,0
Oman,OMN,1972,0
Oman,OMN,1973,0
Oman,OMN,1974,0
Oman,OMN,1975,0
Oman,OMN,1976,0
Oman,OMN,1977,0
Oman,OMN,1978,0
Oman,OMN,1979,0
Oman,OMN,1980,0
Oman,OMN,1981,0
Oman,OMN,1982,0
Oman,OMN,1983,0
Oman,OMN,1984,0
Oman,OMN,1985,0
Oman,OMN,1986,0
Oman,OMN,1987,0
Oman,OMN,1988,0
Oman,OMN,1989,0
Oman,OMN,1990,0
Oman,OMN,1991,0
Oman,OMN,1992,0
Oman,OMN,1993,0
Oman,OMN,1994,0
Oman,OMN,1995,0
Oman,OMN,1996,0
Oman,OMN,1997,0
Oman,OMN,1998,0
Oman,OMN,1999,0
Oman,OMN,2000,0
Oman,OMN,2001,0
Oman,OMN,2002,0
Oman,OMN,2003,0
Oman,OMN,2004,0
Oman,OMN,2005,0
Oman,OMN,2006,0
Oman,OMN,2007,0
Oman,OMN,2008,0
Oman,OMN,2009,0
Oman,OMN,2010,0
Oman,OMN,2011,0
Oman,OMN,2012,0
Oman,OMN,2013,0.003
Oman,OMN,2014,0
Oman,OMN,2015,0.006
Oman,OMN,2016,0
Oman,OMN,2017,0
Oman,OMN,2018,0
Oman,OMN,2019,0
Pakistan,PAK,1966,0
Pakistan,PAK,1967,1.129
Pakistan,PAK,1968,1.461
Pakistan,PAK,1969,0.479
Pakistan,PAK,1970,-1.056
Pakistan,PAK,1971,2.615
Pakistan,PAK,1972,0.982
Pakistan,PAK,1973,1.105
Pakistan,PAK,1974,0.479
Pakistan,PAK,1975,2.001
Pakistan,PAK,1976,0.908
