Entity,Code,Year,(Percentage)
Pakistan,PAK,1985,34.126
Pakistan,PAK,1986,34.497
Pakistan,PAK,1987,32.985
Pakistan,PAK,1988,32.913
Pakistan,PAK,1989,33.069
Pakistan,PAK,1990,33.769
Pakistan,PAK,1991,34.427
Pakistan,PAK,1992,32.167
Pakistan,PAK,1993,33.458
Pakistan,PAK,1994,32.946
Pakistan,PAK,1995,32.039
Pakistan,PAK,1996,32.689
Pakistan,PAK,1997,33.635
Pakistan,PAK,1998,33.065
Pakistan,PAK,1999,36.075
Pakistan,PAK,2000,37.388
Pakistan,PAK,2001,38.573
Pakistan,PAK,2002,40.297
Pakistan,PAK,2003,46.066
Pakistan,PAK,2004,49.68
Pakistan,PAK,2005,50.897
Pakistan,PAK,2006,49.295
Pakistan,PAK,2007,47.024
Pakistan,PAK,2008,47.852
Pakistan,PAK,2009,47.369
Pakistan,PAK,2010,48.055
Pakistan,PAK,2011,48.088
Pakistan,PAK,2012,53.365
Pakistan,PAK,2013,44.452
Pakistan,PAK,2014,45.411
Pakistan,PAK,2015,45.003
Pakistan,PAK,2016,43.661
Pakistan,PAK,2017,43.515
Pakistan,PAK,2018,45.122
Pakistan,PAK,2019,46.171
Peru,PER,1965,6.529
Peru,PER,1966,5.606
Peru,PER,1967,5.147
Peru,PER,1968,5.628
Peru,PER,1969,5.696
Peru,PER,1970,5.415
Peru,PER,1971,6.186
Peru,PER,1972,6.641
Peru,PER,1973,5.66
Peru,PER,1974,5.031
Peru,PER,1975,6.03
Peru,PER,1976,6.439
Peru,PER,1977,6.355
Peru,PER,1978,6.674
Peru,PER,1979,5.931
Peru,PER,1980,5.967
Peru,PER,1981,6.527
Peru,PER,1982,6.856
Peru,PER,1983,5.109
Peru,PER,1984,6.549
Peru,PER,1985,5.149
Peru,PER,1986,5.103
Peru,PER,1987,4.721
Peru,PER,1988,4.563
Peru,PER,1989,4.213
Peru,PER,1990,4.076
Peru,PER,1991,3.859
Peru,PER,1992,3.565
Peru,PER,1993,3.449
Peru,PER,1994,3.305
Peru,PER,1995,2.935
Peru,PER,1996,2.881
Peru,PER,1997,1.691
Peru,PER,1998,2.86
Peru,PER,1999,2.793
Peru,PER,2000,2.281
Peru,PER,2001,2.474
Peru,PER,2002,2.887
Peru,PER,2003,3.466
Peru,PER,2004,5.349
Peru,PER,2005,9.021
Peru,PER,2006,10.478
Peru,PER,2007,14.401
Peru,PER,2008,16.941
Peru,PER,2009,16.907
Peru,PER,2010,24.338
Peru,PER,2011,25.015
Peru,PER,2012,26.948
Peru,PER,2013,25.708
Peru,PER,2014,27.89
Peru,PER,2015,26.936
Peru,PER,2016,28.173
Peru,PER,2017,24.801
Peru,PER,2018,25.248
Peru,PER,2019,25.725
Philippines,PHL,1965,0
Philippines,PHL,1966,0
Philippines,PHL,1967,0
Philippines,PHL,1968,0
Philippines,PHL,1969,0
Philippines,PHL,1970,0
Philippines,PHL,1971,0
Philippines,PHL,1972,0
Philippines,PHL,1973,0
Philippines,PHL,1974,0
Philippines,PHL,1975,0
Philippines,PHL,1976,0
Philippines,PHL,1977,0
Philippines,PHL,1978,0
Philippines,PHL,1979,0
Philippines,PHL,1980,0
Philippines,PHL,1981,0
Philippines,PHL,1982,0
Philippines,PHL,1983,0
Philippines,PHL,1984,0
Philippines,PHL,1985,0
Philippines,PHL,1986,0
Philippines,PHL,1987,0
Philippines,PHL,1988,0
Philippines,PHL,1989,0
Philippines,PHL,1990,0
Philippines,PHL,1991,0
Philippines,PHL,1992,0
Philippines,PHL,1993,0
Philippines,PHL,1994,0.023
Philippines,PHL,1995,0.02
Philippines,PHL,1996,0.032
Philippines,PHL,1997,0.018
Philippines,PHL,1998,0.03
Philippines,PHL,1999,0.023
Philippines,PHL,2000,0.034
Philippines,PHL,2001,0.455
Philippines,PHL,2002,5.756
Philippines,PHL,2003,8.472
Philippines,PHL,2004,7.572
Philippines,PHL,2005,10.07
Philippines,PHL,2006,9.725
Philippines,PHL,2007,11.207
Philippines,PHL,2008,11.419
Philippines,PHL,2009,11.379
Philippines,PHL,2010,10.396
Philippines,PHL,2011,11.009
Philippines,PHL,2012,10.224
Philippines,PHL,2013,8.783
Philippines,PHL,2014,8.78
Philippines,PHL,2015,7.53
Philippines,PHL,2016,7.906
Philippines,PHL,2017,7.141
Philippines,PHL,2018,7.525
Philippines,PHL,2019,7.258
Poland,POL,1965,2.208
Poland,POL,1966,2.575
Poland,POL,1967,3.057
Poland,POL,1968,3.902
Poland,POL,1969,5.065
Poland,POL,1970,6.122
Poland,POL,1971,6.526
Poland,POL,1972,6.511
Poland,POL,1973,6.647
Poland,POL,1974,6.614
Poland,POL,1975,6.566
Poland,POL,1976,6.65
Poland,POL,1977,6.767
Poland,POL,1978,6.785
Poland,POL,1979,6.973
Poland,POL,1980,6.824
Poland,POL,1981,7.139
Poland,POL,1982,7.008
Poland,POL,1983,7.135
Poland,POL,1984,7.14
Poland,POL,1985,7.081
Poland,POL,1986,7.299
Poland,POL,1987,7.298
Poland,POL,1988,7.389
Poland,POL,1989,7.536
Poland,POL,1990,8.59
Poland,POL,1991,8.187
Poland,POL,1992,7.974
Poland,POL,1993,8.38
Poland,POL,1994,8.824
Poland,POL,1995,9.438
Poland,POL,1996,9.441
Poland,POL,1997,9.506
Poland,POL,1998,10.026
Poland,POL,1999,9.954
Poland,POL,2000,11.389
Poland,POL,2001,11.95
Poland,POL,2002,11.774
Poland,POL,2003,12.669
Poland,POL,2004,13.28
Poland,POL,2005,13.383
Poland,POL,2006,12.899
Poland,POL,2007,12.944
Poland,POL,2008,13.833
Poland,POL,2009,13.846
Poland,POL,2010,13.972
Poland,POL,2011,14.092
Poland,POL,2012,15.388
Poland,POL,2013,15.337
Poland,POL,2014,15.567
Poland,POL,2015,15.483
Poland,POL,2016,15.835
Poland,POL,2017,16.001
Poland,POL,2018,16.366
Poland,POL,2019,17.153
Portugal,PRT,1965,0
Portugal,PRT,1966,0
Portugal,PRT,1967,0
Portugal,PRT,1968,0
Portugal,PRT,1969,0
Portugal,PRT,1970,0
Portugal,PRT,1971,0
Portugal,PRT,1972,0
Portugal,PRT,1973,0
Portugal,PRT,1974,0
Portugal,PRT,1975,0
Portugal,PRT,1976,0
Portugal,PRT,1977,0
Portugal,PRT,1978,0
Portugal,PRT,1979,0
Portugal,PRT,1980,0
Portugal,PRT,1981,0
Portugal,PRT,1982,0
Portugal,PRT,1983,0
Portugal,PRT,1984,0
Portugal,PRT,1985,0
Portugal,PRT,1986,0
Portugal,PRT,1987,0
Portugal,PRT,1988,0
Portugal,PRT,1989,0
Portugal,PRT,1990,0
Portugal,PRT,1991,0
Portugal,PRT,1992,0
Portugal,PRT,1993,0
Portugal,PRT,1994,0
Portugal,PRT,1995,0
Portugal,PRT,1996,0
Portugal,PRT,1997,0.4
Portugal,PRT,1998,2.926
Portugal,PRT,1999,7.971
Portugal,PRT,2000,7.942
Portugal,PRT,2001,8.742
Portugal,PRT,2002,10.679
Portugal,PRT,2003,10.072
Portugal,PRT,2004,12.829
Portugal,PRT,2005,14.535
Portugal,PRT,2006,14.128
Portugal,PRT,2007,14.948
Portugal,PRT,2008,16.935
Portugal,PRT,2009,16.716
Portugal,PRT,2010,17.339
Portugal,PRT,2011,18.385
Portugal,PRT,2012,17.437
Portugal,PRT,2013,15.124
Portugal,PRT,2014,14.356
Portugal,PRT,2015,16.866
Portugal,PRT,2016,16.883
Portugal,PRT,2017,21.247
Portugal,PRT,2018,19.386
Portugal,PRT,2019,21.158
Qatar,QAT,1965,59.412
Qatar,QAT,1966,59.738
Qatar,QAT,1967,57.461
Qatar,QAT,1968,82.613
Qatar,QAT,1969,87.148
Qatar,QAT,1970,90.248
Qatar,QAT,1971,90.598
Qatar,QAT,1972,89.884
Qatar,QAT,1973,90.744
Qatar,QAT,1974,85.502
Qatar,QAT,1975,88.423
Qatar,QAT,1976,75.185
Qatar,QAT,1977,76.503
Qatar,QAT,1978,76.05
Qatar,QAT,1979,89.637
Qatar,QAT,1980,85.2
Qatar,QAT,1981,82.786
Qatar,QAT,1982,80.065
Qatar,QAT,1983,79.124
Qatar,QAT,1984,79.247
Qatar,QAT,1985,71.746
Qatar,QAT,1986,69.654
Qatar,QAT,1987,67.567
Qatar,QAT,1988,76.61
Qatar,QAT,1989,75.857
Qatar,QAT,1990,75.56
Qatar,QAT,1991,81.171
Qatar,QAT,1992,87.261
Qatar,QAT,1993,87.817
Qatar,QAT,1994,87.107
Qatar,QAT,1995,86.572
Qatar,QAT,1996,80.86
Qatar,QAT,1997,81.013
Qatar,QAT,1998,81.79
Qatar,QAT,1999,84.007
Qatar,QAT,2000,84.052
Qatar,QAT,2001,79.942
Qatar,QAT,2002,77.404
Qatar,QAT,2003,78.601
Qatar,QAT,2004,80.589
Qatar,QAT,2005,79.739
Qatar,QAT,2006,75.122
Qatar,QAT,2007,74.499
Qatar,QAT,2008,72.398
Qatar,QAT,2009,73.643
Qatar,QAT,2010,75.608
Qatar,QAT,2011,73.738
Qatar,QAT,2012,76.129
Qatar,QAT,2013,74.885
Qatar,QAT,2014,75.569
Qatar,QAT,2015,74.582
Qatar,QAT,2016,72.543
Qatar,QAT,2017,74.734
Qatar,QAT,2018,74.782
Qatar,QAT,2019,73.094
Romania,ROU,1965,50.438
Romania,ROU,1966,50.984
Romania,ROU,1967,50.376
Romania,ROU,1968,50.096
Romania,ROU,1969,50.607
Romania,ROU,1970,49.42
Romania,ROU,1971,49.811
Romania,ROU,1972,48.026
Romania,ROU,1973,46.63
Romania,ROU,1974,47.81
Romania,ROU,1975,47.627
Romania,ROU,1976,48.688
Romania,ROU,1977,48.646
Romania,ROU,1978,46.699
Romania,ROU,1979,44.136
Romania,ROU,1980,45.409
Romania,ROU,1981,47.601
Romania,ROU,1982,48.824
Romania,ROU,1983,48.939
Romania,ROU,1984,49.127
Romania,ROU,1985,45.829
Romania,ROU,1986,45.658
Romania,ROU,1987,43.235
Romania,ROU,1988,42.614
Romania,ROU,1989,42.361
Romania,ROU,1990,45.745
Romania,ROU,1991,44.508
Romania,ROU,1992,44.934
Romania,ROU,1993,44.466
Romania,ROU,1994,42.952
Romania,ROU,1995,40.551
Romania,ROU,1996,41.174
Romania,ROU,1997,35.657
Romania,ROU,1998,36.678
Romania,ROU,1999,38.242
Romania,ROU,2000,38.12
Romania,ROU,2001,36.312
Romania,ROU,2002,36.176
Romania,ROU,2003,39.054
Romania,ROU,2004,35.694
Romania,ROU,2005,35.63
Romania,ROU,2006,35.578
Romania,ROU,2007,33.13
Romania,ROU,2008,31.505
Romania,ROU,2009,31.39
Romania,ROU,2010,31.776
Romania,ROU,2011,31.871
Romania,ROU,2012,32.156
Romania,ROU,2013,31.558
Romania,ROU,2014,28.953
Romania,ROU,2015,27.485
Romania,ROU,2016,27.81
Romania,ROU,2017,29.383
Romania,ROU,2018,29.54
Romania,ROU,2019,28.583
Russia,RUS,1985,37.402
Russia,RUS,1986,37.179
Russia,RUS,1987,38.077
Russia,RUS,1988,39.49
Russia,RUS,1989,39.929
Russia,RUS,1990,41.258
Russia,RUS,1991,42.919
Russia,RUS,1992,43.17
Russia,RUS,1993,46.184
Russia,RUS,1994,47.564
Russia,RUS,1995,48.594
Russia,RUS,1996,50.755
Russia,RUS,1997,49.512
Russia,RUS,1998,51.638
Russia,RUS,1999,50.843
Russia,RUS,2000,51.024
Russia,RUS,2001,51.058
Russia,RUS,2002,51.874
Russia,RUS,2003,52.021
Russia,RUS,2004,52.931
Russia,RUS,2005,53.63
Russia,RUS,2006,54.144
Russia,RUS,2007,54.725
Russia,RUS,2008,53.709
Russia,RUS,2009,53.197
Russia,RUS,2010,54.515
Russia,RUS,2011,54.237
Russia,RUS,2012,53.245
Russia,RUS,2013,53.466
Russia,RUS,2014,52.945
Russia,RUS,2015,52.282
Russia,RUS,2016,52.655
Russia,RUS,2017,53.753
Russia,RUS,2018,54.472
Russia,RUS,2019,53.666
Saudi Arabia,SAU,1965,2.553
Saudi Arabia,SAU,1966,3.03
Saudi Arabia,SAU,1967,3.597
Saudi Arabia,SAU,1968,4.26
Saudi Arabia,SAU,1969,5.044
Saudi Arabia,SAU,1970,5.844
Saudi Arabia,SAU,1971,4.868
Saudi Arabia,SAU,1972,5.148
Saudi Arabia,SAU,1973,5.681
Saudi Arabia,SAU,1974,6.776
Saudi Arabia,SAU,1975,10.165
Saudi Arabia,SAU,1976,9.492
Saudi Arabia,SAU,1977,11.312
Saudi Arabia,SAU,1978,13.996
Saudi Arabia,SAU,1979,14.184
Saudi Arabia,SAU,1980,21.998
Saudi Arabia,SAU,1981,21.488
Saudi Arabia,SAU,1982,20.675
Saudi Arabia,SAU,1983,18.641
Saudi Arabia,SAU,1984,24.171
Saudi Arabia,SAU,1985,24.474
Saudi Arabia,SAU,1986,30.51
Saudi Arabia,SAU,1987,30.61
Saudi Arabia,SAU,1988,31.765
Saudi Arabia,SAU,1989,33.051
Saudi Arabia,SAU,1990,34.302
Saudi Arabia,SAU,1991,34.358
Saudi Arabia,SAU,1992,37.012
Saudi Arabia,SAU,1993,37.929
Saudi Arabia,SAU,1994,35.04
Saudi Arabia,SAU,1995,36.091
Saudi Arabia,SAU,1996,36.103
Saudi Arabia,SAU,1997,36.187
Saudi Arabia,SAU,1998,35.51
Saudi Arabia,SAU,1999,34.411
Saudi Arabia,SAU,2000,35.448
Saudi Arabia,SAU,2001,35.86
Saudi Arabia,SAU,2002,36.361
Saudi Arabia,SAU,2003,36.36
Saudi Arabia,SAU,2004,36.65
Saudi Arabia,SAU,2005,37.298
Saudi Arabia,SAU,2006,37.045
Saudi Arabia,SAU,2007,35.964
Saudi Arabia,SAU,2008,35.648
Saudi Arabia,SAU,2009,32.986
Saudi Arabia,SAU,2010,33.623
Saudi Arabia,SAU,2011,34.281
Saudi Arabia,SAU,2012,34.814
Saudi Arabia,SAU,2013,34.915
Saudi Arabia,SAU,2014,33.339
Saudi Arabia,SAU,2015,32.972
Saudi Arabia,SAU,2016,34.54
Saudi Arabia,SAU,2017,35.735
Saudi Arabia,SAU,2018,36.996
Saudi Arabia,SAU,2019,37.073
Singapore,SGP,1965,0
Singapore,SGP,1966,0
Singapore,SGP,1967,0
Singapore,SGP,1968,0
Singapore,SGP,1969,0
Singapore,SGP,1970,0
Singapore,SGP,1971,0
Singapore,SGP,1972,0
Singapore,SGP,1973,0
Singapore,SGP,1974,0
Singapore,SGP,1975,0
Singapore,SGP,1976,0
Singapore,SGP,1977,0
Singapore,SGP,1978,0
Singapore,SGP,1979,0
Singapore,SGP,1980,0
Singapore,SGP,1981,0
Singapore,SGP,1982,0
Singapore,SGP,1983,0
Singapore,SGP,1984,0
Singapore,SGP,1985,0
Singapore,SGP,1986,0
Singapore,SGP,1987,0
Singapore,SGP,1988,0
Singapore,SGP,1989,0
Singapore,SGP,1990,0
Singapore,SGP,1991,0
Singapore,SGP,1992,3.501
Singapore,SGP,1993,4.37
Singapore,SGP,1994,3.821
Singapore,SGP,1995,3.665
Singapore,SGP,1996,3.632
Singapore,SGP,1997,3.453
Singapore,SGP,1998,3.406
Singapore,SGP,1999,3.44
Singapore,SGP,2000,3.742
Singapore,SGP,2001,8.661
Singapore,SGP,2002,9.529
Singapore,SGP,2003,10.95
Singapore,SGP,2004,11.842
Singapore,SGP,2005,11.268
Singapore,SGP,2006,13.491
Singapore,SGP,2007,12.565
Singapore,SGP,2008,12.629
Singapore,SGP,2009,12.371
Singapore,SGP,2010,10.452
Singapore,SGP,2011,9.994
Singapore,SGP,2012,10.724
Singapore,SGP,2013,11.768
Singapore,SGP,2014,11.866
Singapore,SGP,2015,12.436
Singapore,SGP,2016,12.319
Singapore,SGP,2017,12.327
Singapore,SGP,2018,12.268
Singapore,SGP,2019,12.922
Slovakia,SVK,1965,2.805
Slovakia,SVK,1966,3.013
Slovakia,SVK,1967,3.591
Slovakia,SVK,1968,7.282
Slovakia,SVK,1969,7.062
Slovakia,SVK,1970,8.578
Slovakia,SVK,1971,10.038
Slovakia,SVK,1972,10.366
Slovakia,SVK,1973,10.94
Slovakia,SVK,1974,12.685
Slovakia,SVK,1975,13.87
Slovakia,SVK,1976,14.761
Slovakia,SVK,1977,15.963
Slovakia,SVK,1978,17.044
Slovakia,SVK,1979,17.1
Slovakia,SVK,1980,12.343
Slovakia,SVK,1981,12.915
Slovakia,SVK,1982,13.632
Slovakia,SVK,1983,13.961
Slovakia,SVK,1984,14.707
Slovakia,SVK,1985,14.66
Slovakia,SVK,1986,15.843
Slovakia,SVK,1987,16.365
Slovakia,SVK,1988,16.024
Slovakia,SVK,1989,17.865
Slovakia,SVK,1990,23.928
Slovakia,SVK,1991,23.788
Slovakia,SVK,1992,27.212
Slovakia,SVK,1993,27.473
Slovakia,SVK,1994,26.659
Slovakia,SVK,1995,29.144
Slovakia,SVK,1996,30.484
Slovakia,SVK,1997,31.511
Slovakia,SVK,1998,31.689
Slovakia,SVK,1999,31.823
Slovakia,SVK,2000,31.039
Slovakia,SVK,2001,32.227
Slovakia,SVK,2002,30.413
Slovakia,SVK,2003,30.29
Slovakia,SVK,2004,30.178
Slovakia,SVK,2005,30.735
Slovakia,SVK,2006,29.035
Slovakia,SVK,2007,29.295
Slovakia,SVK,2008,28.737
Slovakia,SVK,2009,27.037
Slovakia,SVK,2010,28.727
Slovakia,SVK,2011,27.673
Slovakia,SVK,2012,27.128
Slovakia,SVK,2013,27.642
Slovakia,SVK,2014,24.559
Slovakia,SVK,2015,25.021
Slovakia,SVK,2016,25.019
Slovakia,SVK,2017,25.122
Slovakia,SVK,2018,25.158
Slovakia,SVK,2019,26.568
Slovenia,SVN,1990,13.027
Slovenia,SVN,1991,12.388
Slovenia,SVN,1992,11.185
Slovenia,SVN,1993,10.798
Slovenia,SVN,1994,11.055
Slovenia,SVN,1995,11.676
Slovenia,SVN,1996,11.31
Slovenia,SVN,1997,11.742
Slovenia,SVN,1998,12.004
Slovenia,SVN,1999,12.67
Slovenia,SVN,2000,12.364
Slovenia,SVN,2001,12.174
Slovenia,SVN,2002,11.794
Slovenia,SVN,2003,13.292
Slovenia,SVN,2004,12.428
Slovenia,SVN,2005,12.81
Slovenia,SVN,2006,12.308
Slovenia,SVN,2007,12.582
Slovenia,SVN,2008,11.049
Slovenia,SVN,2009,11.334
Slovenia,SVN,2010,11.735
Slovenia,SVN,2011,10.334
Slovenia,SVN,2012,10.238
Slovenia,SVN,2013,10.181
Slovenia,SVN,2014,8.943
Slovenia,SVN,2015,10.484
Slovenia,SVN,2016,10.407
Slovenia,SVN,2017,10.826
Slovenia,SVN,2018,10.507
Slovenia,SVN,2019,11.005
South Africa,ZAF,1965,0
South Africa,ZAF,1966,0
South Africa,ZAF,1967,0
South Africa,ZAF,1968,0
South Africa,ZAF,1969,0
South Africa,ZAF,1970,0
South Africa,ZAF,1971,0.135
South Africa,ZAF,1972,0.195
South Africa,ZAF,1973,0.197
South Africa,ZAF,1974,0.224
South Africa,ZAF,1975,0.277
South Africa,ZAF,1976,0.268
South Africa,ZAF,1977,0.25
South Africa,ZAF,1978,0.259
South Africa,ZAF,1979,0.311
South Africa,ZAF,1980,0.329
South Africa,ZAF,1981,0.275
South Africa,ZAF,1982,0.232
South Africa,ZAF,1983,0.26
South Africa,ZAF,1984,0.239
South Africa,ZAF,1985,0.221
South Africa,ZAF,1986,0.227
South Africa,ZAF,1987,0.207
South Africa,ZAF,1988,0.19
South Africa,ZAF,1989,0.202
South Africa,ZAF,1990,1.915
South Africa,ZAF,1991,1.952
South Africa,ZAF,1992,1.794
South Africa,ZAF,1993,1.243
South Africa,ZAF,1994,1.194
South Africa,ZAF,1995,1.156
South Africa,ZAF,1996,0.987
South Africa,ZAF,1997,0.8
South Africa,ZAF,1998,0.813
South Africa,ZAF,1999,1.003
South Africa,ZAF,2000,0.962
South Africa,ZAF,2001,1.162
South Africa,ZAF,2002,1.201
South Africa,ZAF,2003,0.838
South Africa,ZAF,2004,1.776
South Africa,ZAF,2005,2.661
South Africa,ZAF,2006,2.826
South Africa,ZAF,2007,2.787
South Africa,ZAF,2008,2.689
South Africa,ZAF,2009,2.285
South Africa,ZAF,2010,2.806
South Africa,ZAF,2011,2.955
South Africa,ZAF,2012,3.054
South Africa,ZAF,2013,2.832
South Africa,ZAF,2014,2.964
South Africa,ZAF,2015,3.081
South Africa,ZAF,2016,3.091
South Africa,ZAF,2017,3.04
South Africa,ZAF,2018,3.041
South Africa,ZAF,2019,2.855
South Korea,KOR,1965,0
South Korea,KOR,1966,0
South Korea,KOR,1967,0
South Korea,KOR,1968,0
South Korea,KOR,1969,0
South Korea,KOR,1970,0
South Korea,KOR,1971,0
South Korea,KOR,1972,0
South Korea,KOR,1973,0
South Korea,KOR,1974,0
South Korea,KOR,1975,0
South Korea,KOR,1976,0
South Korea,KOR,1977,0
South Korea,KOR,1978,0
South Korea,KOR,1979,0
South Korea,KOR,1980,0
South Korea,KOR,1981,0
South Korea,KOR,1982,0
South Korea,KOR,1983,0
South Korea,KOR,1984,0
South Korea,KOR,1985,0
South Korea,KOR,1986,0.102
South Korea,KOR,1987,2.847
South Korea,KOR,1988,3.293
South Korea,KOR,1989,2.932
South Korea,KOR,1990,2.979
South Korea,KOR,1991,3.05
South Korea,KOR,1992,3.537
South Korea,KOR,1993,4.029
South Korea,KOR,1994,4.971
South Korea,KOR,1995,5.503
South Korea,KOR,1996,6.583
South Korea,KOR,1997,7.283
South Korea,KOR,1998,7.381
South Korea,KOR,1999,8.251
South Korea,KOR,2000,8.737
South Korea,KOR,2001,9.384
South Korea,KOR,2002,9.967
South Korea,KOR,2003,10.113
South Korea,KOR,2004,11.637
South Korea,KOR,2005,12.075
South Korea,KOR,2006,12.529
South Korea,KOR,2007,13.153
South Korea,KOR,2008,13.286
South Korea,KOR,2009,12.575
South Korea,KOR,2010,14.817
South Korea,KOR,2011,15.252
South Korea,KOR,2012,16.386
South Korea,KOR,2013,17.135
South Korea,KOR,2014,15.469
South Korea,KOR,2015,13.845
South Korea,KOR,2016,14.103
South Korea,KOR,2017,14.477
South Korea,KOR,2018,16.582
South Korea,KOR,2019,16.287
Spain,ESP,1965,0
Spain,ESP,1966,0
Spain,ESP,1967,0
Spain,ESP,1968,0
Spain,ESP,1969,0.194
Spain,ESP,1970,0.143
Spain,ESP,1971,0.69
Spain,ESP,1972,1.881
Spain,ESP,1973,1.655
Spain,ESP,1974,1.988
Spain,ESP,1975,1.993
Spain,ESP,1976,2.139
Spain,ESP,1977,1.991
Spain,ESP,1978,2.032
Spain,ESP,1979,1.824
Spain,ESP,1980,2.319
Spain,ESP,1981,2.623
Spain,ESP,1982,2.864
Spain,ESP,1983,3.026
Spain,ESP,1984,2.446
Spain,ESP,1985,2.617
Spain,ESP,1986,3.018
Spain,ESP,1987,3.116
Spain,ESP,1988,3.856
Spain,ESP,1989,4.712
Spain,ESP,1990,5.448
Spain,ESP,1991,5.929
Spain,ESP,1992,5.906
Spain,ESP,1993,5.993
Spain,ESP,1994,6.276
Spain,ESP,1995,7.406
Spain,ESP,1996,7.989
Spain,ESP,1997,9.9
Spain,ESP,1998,9.702
Spain,ESP,1999,10.762
Spain,ESP,2000,11.66
Spain,ESP,2001,12.015
Spain,ESP,2002,13.574
Spain,ESP,2003,14.607
Spain,ESP,2004,16.553
Spain,ESP,2005,19.456
Spain,ESP,2006,20.08
Spain,ESP,2007,20.034
Spain,ESP,2008,22.647
Spain,ESP,2009,21.912
Spain,ESP,2010,21.317
Spain,ESP,2011,20.195
Spain,ESP,2012,20.052
Spain,ESP,2013,19.335
Spain,ESP,2014,17.889
Spain,ESP,2015,18.304
Spain,ESP,2016,18.506
Spain,ESP,2017,19.892
Spain,ESP,2018,19.471
Spain,ESP,2019,22.722
Sri Lanka,LKA,1965,0
Sri Lanka,LKA,1966,0
Sri Lanka,LKA,1967,0
Sri Lanka,LKA,1968,0
Sri Lanka,LKA,1969,0
Sri Lanka,LKA,1970,0
Sri Lanka,LKA,1971,0
Sri Lanka,LKA,1972,0
Sri Lanka,LKA,1973,0
Sri Lanka,LKA,1974,0
Sri Lanka,LKA,1975,0
Sri Lanka,LKA,1976,0
Sri Lanka,LKA,1977,0
Sri Lanka,LKA,1978,0
Sri Lanka,LKA,1979,0
Sri Lanka,LKA,1980,0
Sri Lanka,LKA,1981,0
Sri Lanka,LKA,1982,0
Sri Lanka,LKA,1983,0
Sri Lanka,LKA,1984,0
Sri Lanka,LKA,1985,0
Sri Lanka,LKA,1986,0
Sri Lanka,LKA,1987,0
Sri Lanka,LKA,1988,0
Sri Lanka,LKA,1989,0
Sri Lanka,LKA,1990,0
Sri Lanka,LKA,1991,0
Sri Lanka,LKA,1992,0
Sri Lanka,LKA,1993,0
Sri Lanka,LKA,1994,0
Sri Lanka,LKA,1995,0
Sri Lanka,LKA,1996,0
Sri Lanka,LKA,1997,0
Sri Lanka,LKA,1998,0
Sri Lanka,LKA,1999,0
Sri Lanka,LKA,2000,0
Sri Lanka,LKA,2001,0
Sri Lanka,LKA,2002,0
Sri Lanka,LKA,2003,0
Sri Lanka,LKA,2004,0
Sri Lanka,LKA,2005,0
Sri Lanka,LKA,2006,0
Sri Lanka,LKA,2007,0
Sri Lanka,LKA,2008,0
Sri Lanka,LKA,2009,0
Sri Lanka,LKA,2010,0
Sri Lanka,LKA,2011,0
Sri Lanka,LKA,2012,0
Sri Lanka,LKA,2013,0
Sri Lanka,LKA,2014,0
Sri Lanka,LKA,2015,0
Sri Lanka,LKA,2016,0
Sri Lanka,LKA,2017,0
Sri Lanka,LKA,2018,0
Sri Lanka,LKA,2019,0
Sweden,SWE,1965,0
Sweden,SWE,1966,0
Sweden,SWE,1967,0
Sweden,SWE,1968,0
Sweden,SWE,1969,0
Sweden,SWE,1970,0
Sweden,SWE,1971,0
Sweden,SWE,1972,0
Sweden,SWE,1973,0
Sweden,SWE,1974,0
Sweden,SWE,1975,0
Sweden,SWE,1976,0
Sweden,SWE,1977,0
Sweden,SWE,1978,0
Sweden,SWE,1979,0
Sweden,SWE,1980,0
Sweden,SWE,1981,0
Sweden,SWE,1982,0
Sweden,SWE,1983,0
Sweden,SWE,1984,0
Sweden,SWE,1985,0.106
Sweden,SWE,1986,0.268
Sweden,SWE,1987,0.367
Sweden,SWE,1988,0.483
Sweden,SWE,1989,0.661
Sweden,SWE,1990,0.905
Sweden,SWE,1991,1.019
Sweden,SWE,1992,1.143
Sweden,SWE,1993,1.261
Sweden,SWE,1994,1.248
Sweden,SWE,1995,1.238
Sweden,SWE,1996,1.36
Sweden,SWE,1997,1.303
Sweden,SWE,1998,1.193
Sweden,SWE,1999,1.231
Sweden,SWE,2000,1.303
Sweden,SWE,2001,1.369
Sweden,SWE,2002,1.486
Sweden,SWE,2003,1.543
Sweden,SWE,2004,1.431
Sweden,SWE,2005,1.329
Sweden,SWE,2006,1.48
Sweden,SWE,2007,1.508
Sweden,SWE,2008,1.393
Sweden,SWE,2009,2.031
Sweden,SWE,2010,2.579
Sweden,SWE,2011,2.062
Sweden,SWE,2012,1.697
Sweden,SWE,2013,1.737
Sweden,SWE,2014,1.433
Sweden,SWE,2015,1.544
Sweden,SWE,2016,1.679
Sweden,SWE,2017,1.566
Sweden,SWE,2018,1.69
Sweden,SWE,2019,1.685
Switzerland,CHE,1965,0
Switzerland,CHE,1966,0
Switzerland,CHE,1967,0
Switzerland,CHE,1968,0
Switzerland,CHE,1969,0.001
Switzerland,CHE,1970,0.158
Switzerland,CHE,1971,0.373
Switzerland,CHE,1972,0.479
Switzerland,CHE,1973,0.586
Switzerland,CHE,1974,1.294
Switzerland,CHE,1975,2.013
Switzerland,CHE,1976,2.193
Switzerland,CHE,1977,2.261
Switzerland,CHE,1978,2.515
Switzerland,CHE,1979,2.831
